Case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,job,class
500,3,5,1,1323,2,4,1,28,3,1
501,1,3,1,3123,1,1,2,27,3,0
502,1,3,2,5493,1,4,3,42,3,1
503,3,3,4,1126,2,4,1,49,3,1
504,2,5,4,1216,2,1,3,38,3,0
505,1,3,1,1207,1,1,2,24,3,0
506,0,3,1,1309,0,2,3,27,2,0
507,3,5,2,2360,3,2,3,36,3,1
508,2,2,1,6850,2,0,3,34,4,0
509,0,3,4,1413,1,2,4,28,3,1
510,0,3,2,8588,2,4,3,45,4,1
511,1,3,1,759,1,3,3,26,3,0
512,0,3,2,4686,1,2,3,32,4,1
513,3,3,10,2687,1,3,3,26,3,1
514,2,4,4,585,1,2,4,20,3,1
515,0,3,1,2255,0,1,3,54,3,1
516,1,5,1,609,1,3,2,37,3,1
517,1,5,1,1361,1,1,3,40,2,1
518,0,5,3,7127,1,1,2,23,3,0
519,1,3,1,1203,2,4,3,43,3,1
520,0,5,4,700,0,4,3,36,3,1
521,0,5,6,5507,1,4,3,44,3,1
522,1,3,4,3190,1,2,2,24,3,0
523,1,1,3,7119,1,2,3,53,3,0
524,0,3,2,3488,2,3,2,23,3,1
525,2,3,4,1113,1,2,2,26,2,1
526,2,3,2,7966,1,1,3,30,3,1
527,0,5,7,1532,2,2,2,31,3,1
528,0,5,4,1503,1,3,3,42,2,1
529,1,3,4,2302,1,2,1,31,3,0
530,1,3,1,662,1,1,3,41,2,1
531,2,3,7,2273,1,3,3,32,3,1
532,2,3,1,2631,2,2,2,28,3,0
533,0,4,2,1503,1,2,4,41,3,1
534,0,3,4,1311,2,3,4,26,3,1
535,0,3,4,3105,0,1,3,25,3,1
536,3,5,7,2319,1,1,1,33,3,0
537,1,3,1,1374,0,0,2,75,4,1
538,2,5,3,3612,1,4,2,37,3,1
539,1,3,1,7763,1,4,3,42,4,0
540,3,3,3,3049,1,1,2,45,2,1
541,2,3,4,1534,1,1,4,23,3,0
542,0,4,1,2032,1,4,3,60,3,1
543,1,3,3,6350,0,4,3,31,3,0
544,3,3,3,2864,1,2,3,34,2,0
545,0,5,1,1255,1,4,3,61,2,1
546,1,4,1,1333,1,0,3,43,3,0
547,0,5,1,2022,1,2,2,37,3,1
548,0,3,4,1552,1,3,3,32,3,1
549,1,2,4,626,1,2,2,24,2,0
550,0,5,2,8858,0,3,3,35,3,1
551,0,5,6,996,0,3,2,23,3,1
552,0,2,4,1750,3,4,3,45,2,1
553,1,3,4,6999,1,3,4,34,3,0
554,2,5,1,1995,2,1,3,27,3,1
555,2,3,7,1199,1,3,2,67,4,1
556,2,3,4,1331,1,1,3,22,3,0
557,2,1,1,2278,2,1,2,28,3,0
558,0,1,1,5003,0,2,2,29,3,0
559,1,2,3,3552,1,3,3,27,3,0
560,2,5,3,1928,1,1,3,31,2,0
561,1,3,2,2964,0,4,3,49,3,1
562,1,2,4,1546,1,3,3,24,2,0
563,3,4,4,683,1,1,2,29,3,1
564,2,3,1,12389,0,2,3,37,3,0
565,2,4,10,4712,0,2,3,37,4,1
566,2,4,4,1553,2,3,2,23,3,1
567,1,3,1,1372,1,3,1,36,3,0
568,0,5,4,2578,4,4,3,34,3,1
569,2,3,4,3979,0,3,3,41,3,1
570,1,3,4,6758,1,2,2,31,3,0
571,1,3,3,3234,1,1,2,23,2,0
572,0,5,4,5954,1,3,3,38,3,1
573,0,3,2,5433,0,0,2,26,4,1
574,1,3,10,806,1,2,2,22,2,1
575,2,3,4,1082,1,4,3,27,2,1
576,0,5,3,2788,1,3,2,24,3,1
577,2,3,4,2930,1,3,2,27,3,1
578,0,5,7,1927,0,2,2,33,3,1
579,2,5,1,2820,1,1,1,27,3,0
580,0,3,9,937,1,1,4,27,2,1
581,2,5,1,1056,1,4,3,30,3,0
582,2,5,1,3124,1,1,3,49,2,1
583,0,3,3,1388,1,2,2,26,3,1
584,2,3,6,2384,1,1,3,33,2,0
585,0,3,1,2133,0,4,2,52,4,1
586,1,3,3,2039,1,2,2,20,3,0
587,1,5,1,2799,1,2,3,36,3,1
588,1,3,3,1289,1,2,3,21,2,1
589,1,3,5,1217,1,2,4,47,2,0
590,1,5,3,2246,1,4,3,60,3,0
591,1,5,4,385,1,3,2,58,2,1
592,2,4,1,1965,0,2,2,42,3,1
593,0,3,10,1572,4,4,2,36,2,1
594,2,3,1,2718,1,2,2,20,2,0
595,1,2,0,1358,0,4,3,40,4,0
596,2,2,1,931,2,1,2,32,2,0
597,1,3,1,1442,1,3,2,23,3,0
598,2,1,10,4241,1,2,3,36,2,0
599,0,5,1,2775,1,3,3,31,3,0
600,0,4,10,3863,1,2,3,32,3,1
601,2,3,4,2329,1,1,2,45,3,1
602,2,3,3,918,1,2,2,30,3,0
603,2,2,7,1837,1,3,2,34,2,0
604,0,3,3,3349,1,2,2,28,4,0
605,3,3,3,1275,1,1,2,23,3,1
606,1,2,3,2828,3,2,3,22,3,1
607,0,5,10,4526,1,2,3,74,4,1
608,2,3,4,2671,2,2,2,50,3,0
609,0,3,4,2051,1,1,3,33,3,1
610,0,3,2,1300,0,4,3,45,3,1
611,1,3,5,741,2,0,2,22,3,0
612,3,3,1,1240,2,4,2,48,2,0
613,1,3,4,3357,4,1,2,29,3,1
614,1,2,2,3632,1,2,2,22,3,1
615,0,4,3,1808,1,3,2,22,3,0
616,2,1,10,12204,0,2,3,48,4,1
617,2,4,4,9157,0,2,3,27,4,1
618,1,5,1,3676,1,2,3,37,3,1
619,2,3,3,3441,2,2,2,21,3,0
620,0,3,1,640,1,2,1,49,2,1
621,2,5,10,3652,1,3,3,27,3,1
622,0,5,1,1530,1,2,3,32,3,0
623,0,3,10,3914,0,2,1,38,3,0
624,1,3,3,1858,1,1,2,22,3,1
625,1,3,4,2600,1,2,3,65,3,0
626,0,3,4,1979,0,4,3,35,3,1
627,3,3,3,2116,1,2,3,41,3,1
628,2,2,1,1437,2,3,3,29,3,0
629,0,5,3,4042,3,2,3,36,3,1
630,0,3,7,3832,0,4,3,64,2,1
631,1,3,4,3660,1,2,2,28,3,1
632,1,2,3,1553,1,2,3,44,3,0
633,2,3,4,1444,0,1,3,23,3,1
634,0,3,3,1980,1,1,2,19,3,0
635,2,3,1,1355,1,1,2,25,2,0
636,0,3,7,1393,1,4,3,47,3,1
637,0,3,4,1376,3,3,2,28,3,1
638,0,4,4,15653,1,3,3,21,3,1
639,0,3,4,1493,1,1,2,34,3,1
640,1,4,4,4370,1,3,3,26,3,0
641,1,3,7,750,1,0,2,27,1,0
642,2,3,6,1308,1,4,3,38,2,1
643,0,3,7,4623,2,2,3,40,4,0
644,0,5,4,1851,1,3,4,33,3,1
645,1,5,4,1880,1,3,4,32,4,1
646,0,4,10,7980,0,1,3,27,3,0
647,1,1,3,4583,1,2,1,32,3,1
648,0,3,1,1386,3,2,2,26,3,0
649,3,3,1,947,1,3,3,38,3,0
650,1,3,7,684,1,2,3,40,2,0
651,1,3,7,7476,1,3,3,50,4,1
652,2,3,3,1922,1,2,3,37,2,0
653,1,3,1,2303,1,4,3,45,3,0
654,2,4,1,8086,2,4,3,42,4,0
655,0,5,2,2346,1,3,3,35,3,1
656,1,3,1,3973,1,0,3,22,3,1
657,2,3,1,888,1,4,3,41,2,0
658,0,3,4,10222,0,3,3,37,3,1
659,2,1,10,4221,1,2,2,28,3,1
660,2,5,3,6361,1,4,3,41,3,1
661,3,3,4,1297,1,2,4,23,3,1
662,1,3,1,900,0,2,4,23,3,0
663,0,3,3,2241,1,4,3,50,3,1
664,2,4,3,1050,1,0,3,35,4,1
665,3,5,7,1047,1,2,2,50,2,1
666,0,5,0,6314,1,0,3,27,4,1
667,2,2,3,3496,4,2,3,34,3,1
668,0,2,10,3609,1,2,2,27,3,1
669,1,5,1,4843,1,4,3,43,3,0
670,3,5,4,3017,1,4,3,47,3,1
671,0,5,10,4139,2,2,3,27,2,1
672,0,3,10,5742,2,3,3,31,3,1
673,0,3,1,10366,1,4,3,42,4,1
674,0,5,1,2080,3,2,4,24,3,1
675,0,4,10,2580,3,1,3,41,2,0
676,0,5,4,4530,1,3,2,26,4,1
677,0,5,3,5150,1,4,3,33,3,1
678,2,3,4,5595,2,2,4,24,3,0
679,1,3,4,2384,1,4,3,64,2,1
680,0,3,4,1453,1,1,2,26,3,1
681,0,3,7,1538,1,1,2,56,3,1
682,0,3,4,2279,0,2,3,37,3,1
683,0,4,4,1478,1,2,4,33,3,1
684,0,5,4,5103,1,1,4,47,3,1
685,2,4,10,9857,2,3,3,31,2,1
686,0,3,1,6527,0,2,3,34,3,1
687,3,5,4,1347,0,3,3,27,3,1
688,2,4,1,2862,2,4,3,30,3,1
689,0,3,4,2753,2,4,3,35,3,1
690,1,3,1,3651,4,2,3,31,3,1
691,1,5,3,975,1,2,1,25,3,1
692,2,3,6,2631,2,2,2,25,2,1
693,2,3,4,2896,2,1,3,29,3,1
694,1,5,1,4716,0,1,3,44,2,1
695,0,3,4,2284,1,3,3,28,3,1
696,0,3,2,1236,3,2,3,50,3,1
697,2,3,4,1103,1,3,3,29,3,1
698,0,5,1,926,1,0,2,38,1,1
699,0,5,4,1800,1,2,3,24,3,1
700,3,3,7,1905,1,4,3,40,4,1
701,0,3,3,1123,3,2,2,29,2,0
702,1,5,2,6331,1,4,3,46,3,0
703,3,3,4,1377,2,4,2,47,3,1
704,2,4,10,2503,2,4,3,41,3,1
705,2,3,10,2528,1,1,2,32,3,1
706,0,3,1,5324,3,4,2,35,3,1
707,2,3,1,6560,2,3,3,24,3,0
708,2,1,3,2969,1,1,2,25,3,0
709,2,3,4,1206,1,4,2,25,3,1
710,2,3,4,2118,1,2,3,37,2,1
711,0,5,4,629,3,4,3,32,4,1
712,1,2,7,1198,1,4,2,35,3,0
713,0,3,2,2476,0,4,3,46,4,1
714,1,5,4,1138,1,2,3,25,2,1
715,2,3,1,14027,1,3,3,27,4,0
716,0,5,2,7596,0,4,3,63,3,1
717,0,5,4,3077,0,4,3,40,3,1
718,0,3,4,1505,1,2,3,32,4,1
719,3,5,4,3148,0,2,3,31,3,1
720,2,1,2,6148,2,4,4,31,3,1
721,3,1,4,1337,1,1,3,34,4,0
722,2,2,7,433,4,1,2,24,3,0
723,1,3,1,1228,1,2,2,24,2,0
724,2,3,4,790,3,2,2,66,2,1
725,0,3,1,2570,1,2,2,21,3,0
726,0,5,1,250,4,2,2,41,2,1
727,0,5,4,1316,3,2,4,47,2,1
728,1,3,4,1882,1,2,2,25,3,0
729,2,2,10,6416,1,4,2,59,3,0
730,3,5,10,1275,4,2,1,36,3,1
731,2,4,4,6403,1,1,3,33,3,1
732,1,3,4,1987,1,2,3,21,2,0
733,2,3,4,760,1,3,2,44,2,1
734,0,3,2,2603,4,2,2,28,3,1
735,0,5,1,3380,1,3,2,37,3,1
736,2,2,5,3990,0,1,2,29,1,1
737,2,3,2,11560,1,2,2,23,4,0
738,1,3,1,4380,2,2,3,35,2,1
739,0,5,1,6761,1,3,3,45,4,1
740,2,1,10,4280,2,2,2,26,2,0
741,1,2,1,2325,2,3,3,32,3,1
742,2,2,4,1048,1,2,3,23,2,1
743,0,3,4,3160,0,4,3,41,3,1
744,1,2,3,2483,3,2,3,22,3,1
745,1,5,3,14179,0,3,3,30,4,1
746,1,5,10,1797,1,1,3,28,2,1
747,1,3,1,2511,1,0,2,23,3,1
748,1,3,1,1274,1,1,2,37,2,0
749,0,3,2,5248,0,2,3,26,3,1
750,0,3,2,3029,1,3,3,33,3,1
751,1,3,3,428,1,4,2,49,3,1
752,1,3,1,976,1,1,2,23,2,0
753,2,3,10,841,2,3,2,23,2,1
754,0,5,4,5771,1,3,2,25,3,1
755,0,4,6,1555,4,4,3,55,3,0
756,1,3,1,1285,0,3,2,32,3,0
757,3,5,1,1299,1,2,3,74,1,1
758,3,5,4,1271,0,2,3,39,3,0
759,0,3,1,1393,1,2,3,31,3,1
760,1,5,1,691,1,4,3,35,3,0
761,0,5,1,5045,0,4,2,59,3,1
762,1,5,3,2124,1,2,2,24,3,0
763,1,3,4,2214,1,2,3,24,2,1
764,0,5,1,12680,0,4,3,30,4,0
765,0,5,1,2463,2,3,4,27,3,1
766,2,3,4,1155,1,4,4,40,2,1
767,1,3,3,3108,1,1,1,31,2,0
768,0,3,2,2901,0,1,2,31,3,1
769,2,5,3,3617,1,4,3,28,3,1
770,0,5,4,1655,1,4,3,63,2,1
771,1,3,2,2812,0,4,2,26,3,1
772,1,5,7,8065,1,2,2,25,4,0
773,0,5,2,3275,1,4,3,36,4,1
774,0,5,4,2223,2,4,3,52,3,1
775,3,5,1,1480,3,0,3,66,1,1
776,1,3,1,1371,0,2,2,25,3,0
777,0,5,1,3535,1,3,3,37,3,1
778,1,3,4,3509,1,3,2,25,3,1
779,0,5,2,5711,4,4,3,38,4,1
780,2,3,6,3872,1,0,2,67,3,1
781,2,5,4,4933,1,3,3,25,3,0
782,0,5,1,1940,4,4,3,60,3,1
783,2,1,9,1410,1,2,3,31,2,1
784,2,3,1,836,2,1,2,23,2,0
785,2,3,2,6468,0,0,1,60,4,1
786,2,3,10,1941,4,2,3,35,2,1
787,0,3,4,2675,3,4,3,40,3,1
788,0,5,2,2751,0,4,3,38,3,1
789,2,4,7,6224,1,4,3,50,3,0
790,1,5,7,5998,1,2,3,27,3,0
791,2,3,10,1188,1,4,2,39,3,0
792,0,3,2,6313,0,4,3,41,4,1
793,0,5,3,1221,0,2,4,27,3,1
794,3,3,3,2892,1,4,1,51,3,1
795,0,3,3,3062,3,4,3,32,3,1
796,0,3,3,2301,2,1,2,22,3,1
797,1,3,2,7511,0,4,3,51,3,0
798,0,5,3,1258,1,1,2,22,2,1
799,0,4,1,717,0,4,4,54,3,1
800,2,3,1,1549,0,1,3,35,1,1
801,0,5,7,1597,1,4,3,54,3,1
802,2,5,4,1795,1,4,2,48,2,1
803,1,5,3,4272,1,4,2,24,3,1
804,0,5,4,976,0,4,3,35,3,1
805,2,3,1,7472,0,0,2,24,1,1
806,1,3,1,9271,1,3,3,24,3,0
807,2,3,4,590,1,1,4,26,2,1
808,0,5,4,930,0,4,3,65,3,1
809,2,2,2,9283,1,0,3,55,4,1
810,2,1,1,1778,1,1,2,26,1,0
811,2,3,10,907,1,1,4,26,3,1
812,2,3,4,484,1,3,4,28,2,1
813,1,5,2,9629,1,3,3,24,3,0
814,1,3,5,3051,1,2,3,54,3,0
815,1,3,1,3931,1,3,3,46,3,0
816,2,4,1,7432,1,2,2,54,3,1
817,0,3,5,1338,3,2,1,62,3,1
818,0,5,4,1554,1,3,2,24,3,1
819,1,3,0,15857,1,0,1,43,4,1
820,1,3,4,1345,1,2,4,26,3,0
821,0,3,1,1101,1,2,4,27,3,1
822,3,3,4,3016,1,2,4,24,3,1
823,1,3,3,2712,1,4,3,41,3,0
824,1,5,1,731,1,4,3,47,2,1
825,0,5,3,3780,1,1,1,35,4,1
826,1,5,1,1602,1,4,4,30,3,1
827,1,5,1,3966,1,4,2,33,3,0
828,0,1,10,4165,1,2,3,36,3,0
829,1,3,2,8335,0,4,3,47,3,0
830,2,4,10,6681,0,2,3,38,3,1
831,0,4,10,2375,3,2,3,44,3,1
832,1,3,1,1216,1,1,2,23,3,0
833,1,1,10,11816,1,4,3,29,3,0
834,2,3,4,5084,0,4,2,42,3,1
835,3,3,4,2327,1,1,2,25,2,0
836,1,1,1,1082,1,2,3,48,3,0
837,0,3,4,886,0,2,2,21,3,1
838,0,3,3,601,1,1,2,23,2,1
839,1,5,2,2957,1,4,3,63,3,1
840,0,5,4,2611,1,4,4,46,3,1
841,1,3,3,5179,1,3,3,29,3,0
842,0,4,2,2993,1,2,3,28,2,1
843,0,3,6,1943,1,1,2,23,3,0
844,0,2,10,1559,1,3,3,50,3,1
845,0,3,3,3422,1,4,3,47,3,1
846,2,3,3,3976,0,3,3,35,3,1
847,0,3,1,6761,0,2,3,68,3,0
848,0,3,1,1249,1,1,4,28,3,1
849,1,3,4,1364,1,3,3,59,3,1
850,1,3,4,709,1,4,3,57,2,0
851,1,5,1,2235,1,2,4,33,3,0
852,0,5,2,4042,0,3,3,43,3,1
853,0,5,4,1471,1,2,3,35,3,1
854,1,2,1,1442,1,3,3,32,2,0
855,0,4,1,10875,1,4,3,45,3,1
856,0,3,1,1474,2,1,4,33,3,1
857,0,3,9,894,0,3,2,40,3,1
858,0,5,3,3343,1,2,3,28,3,1
859,1,3,1,3959,1,2,2,29,3,0
860,0,3,1,3577,2,2,3,26,3,1
861,0,5,2,5804,4,2,3,27,3,1
862,0,4,10,2169,1,2,4,28,3,0
863,1,3,4,2439,1,1,2,35,3,0
864,0,5,3,4526,4,1,3,32,2,1
865,0,3,3,2210,1,2,3,25,2,0
866,0,3,3,2221,3,2,2,20,3,1
867,1,3,4,2389,1,1,2,27,3,1
868,0,5,3,3331,1,4,3,42,3,1
869,0,3,10,7409,0,4,3,37,3,1
870,1,3,3,652,1,4,2,24,3,1
871,0,4,3,7678,3,3,2,40,3,1
872,3,5,1,1343,1,4,3,46,3,1
873,1,5,10,1382,2,3,3,26,3,1
874,0,3,5,874,0,1,2,24,3,1
875,1,3,3,3590,1,2,3,29,2,1
876,2,5,1,1322,4,2,2,40,3,1
877,1,2,4,1940,1,1,3,36,4,1
878,0,3,4,3595,1,4,3,28,3,1
879,1,3,1,1422,1,1,3,27,4,0
880,0,5,4,6742,0,3,3,36,3,1
881,0,3,2,7814,1,3,3,38,4,1
882,0,3,2,9277,0,2,1,48,3,1
883,2,5,1,2181,0,4,3,36,3,1
884,0,5,4,1098,1,0,2,65,1,1
885,2,3,3,4057,1,3,1,43,3,0
886,1,3,7,795,1,1,2,53,3,0
887,2,5,10,2825,0,3,3,34,3,1
888,2,3,10,15672,1,2,3,23,3,0
889,0,5,1,6614,1,4,3,34,4,1
890,0,2,2,7824,0,1,3,40,3,1
891,1,5,10,2442,1,4,3,43,4,1
892,0,5,4,1829,1,4,3,46,3,1
893,1,5,1,2171,1,2,3,38,2,1
894,2,5,2,5800,1,2,3,34,3,1
895,0,5,4,1169,0,2,3,29,3,1
896,0,4,2,8947,0,3,3,31,4,1
897,1,3,4,2606,1,1,2,28,4,1
898,0,5,3,1592,4,3,2,35,3,1
899,0,3,3,2186,0,3,2,33,2,1
900,1,3,3,4153,1,2,3,42,3,0
901,1,5,1,2625,1,4,3,43,3,0
902,0,5,1,3485,0,1,1,44,3,1
903,0,5,2,10477,0,4,3,42,3,1
904,0,3,4,1386,0,2,4,40,3,1
905,0,3,4,1278,1,4,3,36,4,1
906,1,3,4,1107,1,2,3,20,4,1
907,1,3,1,3763,0,3,3,24,2,1
908,2,3,7,3711,0,2,4,27,3,1
909,0,4,2,3594,1,1,2,46,2,1
910,2,3,1,3195,0,2,2,33,2,1
911,0,4,4,4454,1,2,2,34,3,1
912,2,5,3,4736,1,1,2,25,2,0
913,2,3,4,2991,0,4,2,25,3,1
914,0,3,10,2142,4,4,1,28,3,1
915,1,2,10,3161,1,2,3,31,3,0
916,2,1,0,18424,1,2,2,32,4,0
917,0,3,2,2848,2,2,3,32,3,1
918,1,3,1,14896,1,4,3,68,4,0
919,1,3,3,2359,2,0,1,33,3,0
920,1,3,3,3345,1,4,3,39,4,0
921,0,5,3,1817,1,2,2,28,3,1
922,0,4,4,12749,3,3,3,37,4,1
923,1,3,4,1366,1,1,2,22,3,0
924,2,3,1,2002,1,3,3,30,3,1
925,1,2,3,6872,1,1,1,55,3,0
926,1,2,1,697,1,1,3,46,3,0
927,1,5,3,1049,1,1,2,21,3,1
928,1,3,2,10297,1,3,3,39,3,0
929,0,3,4,1867,0,4,3,58,3,1
930,1,4,1,1344,1,2,3,43,2,1
931,1,3,3,1747,1,1,3,24,2,1
932,2,3,4,1670,1,1,2,22,3,0
933,0,5,1,1224,1,2,3,30,3,1
934,0,5,4,522,3,4,3,42,3,1
935,1,3,4,1498,1,2,2,23,3,1
936,2,4,4,1919,2,1,3,30,4,0
937,3,3,4,745,1,2,2,28,2,0
938,2,3,4,2063,1,1,4,30,4,1
939,2,3,7,6288,1,2,3,42,3,0
940,0,5,2,6842,0,2,3,46,4,1
941,0,3,1,3527,0,1,3,45,4,1
942,0,3,1,1546,1,2,3,31,2,1
943,0,3,3,929,0,3,3,31,3,1
944,0,5,1,1455,1,3,3,42,2,1
945,1,3,3,1845,1,1,2,46,3,1
946,2,1,1,8358,3,1,2,30,3,1
947,1,2,3,3349,3,1,3,30,3,0
948,0,3,1,2859,0,0,3,38,4,1
949,0,3,3,1533,1,1,4,43,2,0
950,0,3,4,3621,2,4,3,31,3,0
951,2,5,10,3590,1,0,4,40,1,1
952,1,4,10,2145,1,3,3,24,3,0
953,2,3,2,4113,3,1,2,28,3,0
954,0,3,3,10974,1,0,2,26,4,0
955,1,3,1,1893,1,2,2,29,3,1
956,1,5,4,1231,4,4,2,57,4,1
957,3,5,4,3656,0,4,3,49,2,1
958,2,5,4,1154,1,4,3,37,2,1
959,1,3,1,4006,1,2,3,45,2,0
960,2,3,3,3069,2,4,3,30,3,1
961,0,5,4,1740,1,4,4,30,3,1
962,2,4,1,2353,1,2,1,47,3,1
963,0,3,1,3556,0,2,3,29,3,1
964,0,3,4,2397,3,4,3,35,3,0
965,2,3,6,454,1,1,4,22,2,1
966,2,3,4,1715,0,2,2,26,3,1
967,2,5,4,2520,3,2,3,23,2,0
968,0,3,4,3568,1,4,2,54,4,1
969,0,3,4,7166,0,3,4,29,3,1
970,1,5,1,3939,1,2,3,40,2,1
971,2,3,6,1514,2,2,3,22,3,1
972,0,3,1,7393,1,2,3,43,2,1
973,1,2,1,1193,1,0,2,29,1,0
974,1,3,10,7297,1,4,3,36,3,0
975,0,5,4,2831,1,2,2,33,3,1
976,3,3,4,1258,3,2,2,57,2,1
977,2,3,4,753,1,2,2,64,3,1
978,2,4,10,2427,0,4,3,42,3,1
979,0,4,1,2538,1,4,3,47,2,0
980,2,2,1,1264,2,2,4,25,3,0
981,2,5,3,8386,1,3,3,49,3,0
982,0,3,10,4844,1,0,3,33,4,0
983,3,3,1,2923,2,2,2,28,4,1
984,1,3,2,8229,1,2,3,26,3,0
985,0,5,3,2028,1,3,3,30,2,1
986,1,5,3,1433,1,2,2,25,3,1
987,3,1,10,6289,1,1,1,33,3,1
988,0,3,4,1409,2,0,2,64,3,1
989,1,3,2,6579,1,0,3,29,4,1
990,2,5,4,1743,1,4,3,48,2,1
991,0,5,7,3565,0,1,3,37,2,1
992,0,2,4,1569,2,4,3,34,2,1
993,1,3,4,1936,0,3,4,23,2,1
994,1,3,3,3959,1,0,3,30,4,1
995,0,3,1,2390,0,4,3,50,3,1
996,0,3,3,1736,1,3,2,31,2,1
997,1,3,2,3857,1,2,1,40,4,1
998,0,3,4,804,1,4,3,38,3,1
999,1,3,4,1845,1,2,3,23,3,0
1000,2,5,2,4576,2,0,3,27,3,1
